證券代號,證券名稱,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數
"0050","元大台灣50","3,779,950","393,960,616","103.80","104.50","103.50","104.50","+0.25","2,051"
"0051","元大中型100","42,125","1,703,254","40.20","40.70","40.13","40.70","+0.45","36"
"0052","富邦科技","205,331","18,403,890","89.10","90.00","88.90","90.00","+0.60","117"
"0053","元大電子","18,000","894,920","49.90","49.90","49.42","49.90","-0.06","14"
"0054","元大台商50","15,000","389,030","25.93","26.01","25.93","26.01","+0.01","3"
"0055","元大MSCI金融","15,141","276,281","18.25","18.25","18.23","18.25"," 0.00","15"
"0056","元大高股息","9,267,599","282,918,989","30.33","30.65","30.30","30.63","+0.31","4,301"
"0057","富邦摩台","37,010","2,535,537","68.35","68.75","68.25","68.75","+0.10","20"
"0061","元大寶滬深","397,598","8,327,536","20.84","21.00","20.79","21.00","+0.09","139"
"006203","元大MSCI台灣","110","5,366","0.00","0.00","0.00","0.00"," 0.00","2"
"006204","永豐臺灣加權","2,173","140,292","64.40","64.70","64.40","64.70","+0.35","5"
"006205","富邦上証","2,814,067","96,023,269","33.95","34.27","33.95","34.15"," 0.00","214"
"006206","元大上證50","324,218","11,245,131","34.66","34.86","34.54","34.80","+0.08","54"
"006207","FH滬深","1,435,321","39,205,637","27.40","27.45","27.18","27.45","+0.17","91"
"006208","富邦台50","740,128","44,133,568","59.55","59.80","59.20","59.70","-0.05","285"
"00625K","富邦上証+R","50,000","405,500","8.11","8.11","8.11","8.11","-0.05","2"
"00631L","元大台灣50正2","2,605,153","169,444,186","64.40","65.55","64.25","65.55","+0.45","837"
"00632R","元大台灣50反1","66,171,600","556,047,430","8.45","8.46","8.37","8.37","-0.04","4,666"
"00633L","富邦上証正2","8,381,300","459,588,740","54.60","55.25","54.15","55.25","+0.55","1,757"
"00634R","富邦上証反1","1,024,000","4,898,960","4.80","4.81","4.77","4.78","-0.02","78"
"00635U","元大S&P黃金","1,689,729","45,560,798","27.03","27.03","26.82","27.01","+0.32","636"
"00636","國泰中國A50","878,248","20,558,328","23.32","23.55","23.30","23.55","+0.15","155"
"00636K","國泰中國A50+U","100","793","7.93","7.93","7.93","7.93"," 0.00","1"
"00637L","元大滬深300正2","67,404,400","1,437,496,075","21.22","21.47","21.03","21.46","+0.20","6,875"
"00638R","元大滬深300反1","768,000","7,438,630","9.69","9.74","9.64","9.65","-0.04","98"
"00639","富邦深100","1,267,383","17,916,104","14.14","14.23","14.03","14.21","+0.07","124"
"00640L","富邦日本正2","609,000","11,993,620","19.68","19.76","19.63","19.69","-0.02","118"
"00641R","富邦日本反1","565,000","7,565,760","13.40","13.41","13.37","13.39","-0.02","72"
"00642U","元大S&P石油","5,093,755","43,128,325","8.50","8.50","8.43","8.47","-0.04","996"
"00643","群益深証中小","945,712","16,168,814","17.08","17.21","16.98","17.13","+0.06","309"
"00643K","群益深証中小+R","1,000","4,070","4.07","4.07","4.07","4.07","-0.03","1"
"00645","富邦日本","156,658","3,297,930","21.02","21.06","21.02","21.05"," 0.00","21"
"00646","元大S&P500","497,270","15,076,552","30.31","30.34","30.30","30.32","+0.02","157"
"00647L","元大S&P500正2","184,063","7,690,115","41.73","41.84","41.73","41.84","+0.19","43"
"00648R","元大S&P500反1","316,000","3,022,280","9.58","9.58","9.56","9.57","-0.01","72"
"00650L","FH香港正2","814,000","19,410,480","23.90","24.01","23.62","23.96","+0.02","220"
"00651R","FH香港反1","395,000","3,266,810","8.18","8.30","8.18","8.25","-0.02","63"
"00652","富邦印度","693,981","14,156,789","20.50","20.50","20.34","20.45","-0.05","170"
"00653L","富邦印度正2","3,435,000","77,562,270","22.52","22.72","22.41","22.61","-0.04","670"
"00654R","富邦印度反1","58,000","750,380","12.94","12.98","12.89","12.89"," 0.00","23"
"00655L","國泰中國A50正2","4,312,050","172,830,202","39.87","40.43","39.55","40.43","+0.44","930"
"00656R","國泰中國A50反1","216,000","1,905,070","8.82","8.85","8.77","8.77","-0.03","20"
"00657","國泰日經225","106,000","3,055,950","28.82","28.85","28.80","28.85","+0.01","7"
"00657K","國泰日經225+U","100","979","9.79","9.79","9.79","9.79","+0.01","1"
"00660","元大歐洲50","26,500","635,195","24.00","24.00","23.95","23.95","-0.21","19"
"00661","元大日經225","2,000","58,650","29.32","29.33","29.32","29.33","+0.07","2"
"00662","富邦NASDAQ","752,354","31,867,538","42.42","42.48","42.32","42.34","+0.25","136"
"00663L","國泰臺灣加權正2","46,000","2,656,700","57.00","58.10","57.00","58.10","+0.50","11"
"00664R","國泰臺灣加權反1","912,000","8,690,880","9.61","9.61","9.50","9.50","-0.05","209"
"00665L","富邦恒生國企正2","307,000","7,064,490","22.99","23.18","22.70","23.16","+0.17","57"
"00666R","富邦恒生國企反1","82,000","1,032,890","12.61","12.69","12.59","12.59","-0.02","5"
"00668","國泰美國道瓊","76,233","2,269,685","29.81","29.81","29.76","29.76","-0.03","42"
"00668K","國泰美國道瓊+U","100","1,009","10.09","10.09","10.09","10.09"," 0.00","1"
"00669R","國泰美國道瓊反1","1,685,000","17,604,110","10.46","10.46","10.44","10.45","-0.01","192"
"00670L","富邦NASDAQ正2","517,086","33,085,449","64.00","64.05","63.80","64.05","+0.95","204"
"00671R","富邦NASDAQ反1","1,039,000","7,974,080","7.68","7.69","7.67","7.67","-0.06","177"
"00672L","元大S&P原油正2","8,613,594","12,161,273","1.42","1.42","1.40","1.42"," 0.00","1,051"
"00673R","元大S&P原油反1","202,000","5,907,860","29.25","29.29","29.18","29.18","+0.11","55"
"00674R","元大S&P黃金反1","839,000","10,537,750","12.56","12.61","12.53","12.54","-0.16","185"
"00675L","富邦臺灣加權正2","347,000","8,643,600","24.64","25.10","24.59","25.06","+0.14","176"
"00676R","富邦臺灣加權反1","1,016,000","5,259,980","5.20","5.21","5.15","5.15","-0.03","181"
"00677U","富邦VIX","105,982,713","513,726,537","4.87","4.89","4.81","4.81","-0.05","8,742"
"00678","群益NBI生技","338,150","8,673,795","25.56","25.72","25.56","25.71","+0.08","23"
"00680L","元大美債20正2","258,000","8,204,860","31.86","31.88","31.75","31.76","-0.81","78"
"00681R","元大美債20反1","107,000","1,344,340","12.55","12.57","12.53","12.55","+0.15","10"
"00682U","元大美元指數","48,000","896,090","18.68","18.68","18.65","18.65","-0.01","25"
"00683L","元大美元指數正2","96,000","1,711,050","17.85","17.86","17.80","17.83","-0.02","33"
"00684R","元大美元指數反1","5,000","94,180","18.84","18.84","18.82","18.82"," 0.00","3"
"00685L","群益臺灣加權正2","19,000","420,950","21.84","22.33","21.84","22.31","+0.33","13"
"00686R","群益臺灣加權反1","43,000","242,580","5.68","5.68","5.63","5.63","-0.03","10"
"00688L","國泰20年美債正2","251,000","8,078,220","32.22","32.22","32.18","32.18","-0.78","13"
"00689R","國泰20年美債反1","154,000","1,986,040","12.90","12.91","12.86","12.91","+0.19","8"
"00690","兆豐藍籌30","514,192","13,333,890","25.91","25.99","25.89","25.99","-0.02","39"
"00691R","兆豐藍籌30反1","0","0","0.00","0.00","0.00","0.00"," 0.00","0"
"00692","富邦公司治理","2,042,410","54,321,116","26.55","26.68","26.45","26.64","+0.07","528"
"00693U","街口S&P黃豆","6,800,049","95,417,446","14.05","14.05","14.01","14.05","+0.15","1,224"
"00700","富邦恒生國企","111,002","2,149,778","19.34","19.37","19.34","19.34","+0.04","7"
"00701","國泰股利精選30","1,553,497","32,997,170","21.21","21.28","21.20","21.24","+0.03","853"
"00702","國泰標普低波高息","25,000","418,470","16.75","16.77","16.72","16.73","-0.07","7"
"00703","台新MSCI中國","41,050","960,030","23.00","23.43","23.00","23.43","+0.03","23"
"00706L","元大S&P日圓正2","70,000","1,212,240","17.32","17.33","17.31","17.33","-0.02","10"
"00707R","元大S&P日圓反1","1,000","19,410","19.41","19.41","19.41","19.41","+0.07","1"
"00708L","元大S&P黃金正2","5,030,000","168,812,930","33.73","33.75","33.26","33.62","+0.72","1,190"
"00709","富邦歐洲","111,079","2,236,018","20.15","20.15","20.12","20.13","-0.13","9"
"00710B","FH彭博高收益債","1,315,000","25,019,240","19.03","19.03","19.01","19.03"," 0.00","49"
"00711B","FH彭博新興債","3,105,073","72,475,258","23.40","23.44","23.24","23.24","-0.25","72"
"00712","FH富時不動產","2,185,250","24,568,752","11.29","11.29","11.22","11.23","-0.14","731"
"00713","元大台灣高息低波","56,675","1,861,122","32.75","32.90","32.75","32.90","+0.10","43"
"00714","群益道瓊美國地產","18,000","336,850","18.76","18.76","18.70","18.76","-0.14","7"
"00715L","街口布蘭特油正2","15,221,000","68,284,870","4.50","4.53","4.45","4.53","+0.03","1,418"
"00717","富邦美國特別股","706,228","11,878,139","16.81","16.84","16.80","16.81","+0.03","155"
"00728","第一金工業30","290,000","6,600,930","22.75","22.79","22.73","22.75","-0.01","41"
"00730","富邦臺灣優質高息","157,814","2,802,509","17.71","17.82","17.69","17.75","+0.04","112"
"00731","FH富時高息低波","1,072,000","51,102,220","47.42","47.73","47.31","47.73","+0.28","53"
"00732","國泰RMB短期報酬","193,000","7,348,490","38.10","38.10","38.03","38.03","-0.14","11"
"00733","富邦臺灣中小","284,292","7,355,905","25.40","26.00","25.40","25.99","+0.59","26"
"00735","國泰臺韓科技","173,000","4,259,860","24.58","24.70","24.58","24.70","-0.03","23"
"00736","國泰新興市場","112,001","2,246,290","19.97","20.12","19.97","20.12","+0.06","12"
"00737","國泰AI+Robo","190,309","4,742,847","24.89","24.93","24.89","24.93","+0.19","86"
"00738U","元大道瓊白銀","8,162,650","240,520,071","29.39","29.67","29.14","29.54","+1.53","2,217"
"00739","元大MSCI A股","533,668","13,420,369","25.20","25.30","25.02","25.29","+0.14","68"
"00742","新光內需收益","601,000","12,763,240","21.24","21.27","21.22","21.24","+0.09","5"
"00743","國泰中國A150","8,294","210,612","25.48","25.48","25.28","25.44","+0.05","8"
"00752","中信中國50","368,500","10,066,121","27.47","27.47","27.18","27.37","+0.07","128"
"00753L","中信中國50正2","665,000","21,266,790","32.12","32.13","31.68","32.07","-0.05","104"
"00757","統一FANG+","379,000","13,448,230","35.14","35.57","35.14","35.57","+0.55","89"
"00762","元大全球AI","84,000","2,549,100","30.37","30.40","30.33","30.35","+0.15","49"
"00763U","街口道瓊銅","438,000","8,275,390","18.87","18.98","18.87","18.98","-0.27","107"
"00766L","台新MSCI中國正2","110,000","1,197,980","10.89","10.92","10.84","10.89","+0.09","32"
"00770","國泰北美科技","40,000","1,195,110","29.85","29.90","29.84","29.88","+0.14","23"
"00771","元大US高息特別股","45,050","870,816","19.35","19.35","19.32","19.33"," 0.00","20"
"00774B","新光中國政金綠債","800,000","31,020,000","38.80","38.80","38.75","38.75","-0.05","2"
"00774C","新光中政金綠債+R","0","0","0.00","0.00","0.00","0.00"," 0.00","0"
"00775B","新光投等債15+","702,000","33,279,300","47.60","47.60","47.15","47.15","-0.45","4"
"00783","富邦中証500","1,033,748","22,555,657","21.81","22.00","21.78","21.93","+0.02","47"
"008201","BP上證50","0","0","0.00","0.00","0.00","0.00"," 0.00","0"
"00830","國泰費城半導體","461,397","9,565,027","20.77","20.77","20.70","20.74","-0.03","105"
"00850","元大臺灣ESG永續","1,488,907","38,739,755","26.00","26.09","25.89","26.06","+0.06","808"
"00851","台新全球AI","26,037","693,066","26.60","26.63","26.60","26.63","+0.20","14"
"00852L","國泰美國道瓊正2","4,847,000","68,828,800","14.21","14.23","14.18","14.23","+0.02","406"
"00861","元大全球未來通訊","1,456,311","34,952,214","24.07","24.07","23.97","24.00","-0.07","624"
"00865B","國泰US短期公債","106,000","4,118,050","38.84","38.85","38.84","38.85","+0.01","5"
"00866","新光Shiller CAPE","69,000","1,430,110","20.72","20.73","20.72","20.73","+0.04","9"
"00875","國泰網路資安","980,000","26,107,750","26.60","26.68","26.60","26.68","+0.08","352"
"00876","元大未來關鍵科技","3,047,000","66,198,625","21.73","21.78","21.68","21.74","+0.01","795"
"00878","國泰永續高股息","9,453,444","142,904,600","15.08","15.15","15.05","15.14","+0.07","2,907"
"01001T","土銀富邦R1","1,000","17,210","17.21","17.21","17.21","17.21","+0.01","1"
"01002T","土銀國泰R1","96,000","1,725,760","17.98","17.98","17.97","17.97","-0.01","25"
"01003T","兆豐新光R1","88,000","1,695,930","19.28","19.29","19.26","19.26"," 0.00","32"
"01004T","土銀富邦R2","10,000","151,600","15.16","15.16","15.16","15.16","-0.04","1"
"01007T","兆豐國泰R2","1,000","18,350","18.35","18.35","18.35","18.35"," 0.00","1"
"01009T","王道圓滿R1","22,000","208,490","9.47","9.49","9.47","9.47","-0.02","8"
"01010T","京城樂富R1","86,000","881,310","10.35","10.35","10.21","10.30","+0.01","14"
"020000","富邦特選蘋果N","63,000","370,970","5.89","5.89","5.88","5.89","+0.06","12"
"020002","元富新中國N","0","0","0.00","0.00","0.00","0.00"," 0.00","0"
"020004","兆豐電菁英30N","26,000","676,940","26.03","26.11","26.03","26.11","+0.05","2"
"020006","永昌中小300N","0","0","0.00","0.00","0.00","0.00"," 0.00","0"
"020007","凱基臺灣500N","0","0","0.00","0.00","0.00","0.00"," 0.00","0"
"020008","元大特股高息N","437,000","4,768,060","10.91","10.92","10.89","10.91","-0.03","32"
"020011","統一微波高息20N","47,000","233,720","4.98","5.00","4.94","4.99","+0.05","13"
"020012","富邦行動通訊N","72,000","405,220","5.63","5.66","5.62","5.66","+0.03","18"
"020015","統一MSCI美低波N","0","0","0.00","0.00","0.00","0.00"," 0.00","0"
"020016","統一MSCI美科技N","1,000","14,740","14.74","14.74","14.74","14.74"," 0.00","1"
"020018","統一價值成長30N","832,000","8,760,100","10.41","10.57","10.40","10.57","+0.15","95"
"020019","統一特選台灣5GN","3,273,000","32,413,300","9.94","9.96","9.84","9.95","+0.01","383"
"02001L","富邦蘋果正二N","0","0","0.00","0.00","0.00","0.00"," 0.00","0"
"02001R","富邦蘋果反一N","51,000","200,460","3.96","3.96","3.93","3.93","X0.00","2"
"1101","台泥","36,239,984","1,535,910,762","41.30","43.00","41.25","42.85","+1.65","14,561"
"1101B","台泥乙特","4,059","216,137","53.10","53.30","53.10","53.30"," 0.00","7"
"1102","亞泥","6,339,031","262,901,331","40.80","41.75","40.80","41.50","+0.40","2,759"
"1103","嘉泥","875,525","14,414,158","16.30","16.60","16.30","16.55","+0.20","303"
"1104","環泥","741,559","13,496,736","18.15","18.30","18.10","18.25","+0.20","421"
"1108","幸福","1,620,625","16,568,823","9.98","10.50","9.96","10.25","+0.28","445"
"1109","信大","399,997","7,073,994","17.30","18.00","17.30","18.00","+0.75","254"
"1110","東泥","73,000","1,180,500","16.10","16.40","16.00","16.20","+0.10","33"
"1201","味全","1,373,038","28,249,774","20.60","20.75","20.50","20.60"," 0.00","598"
"1203","味王","100,222","3,011,077","30.10","30.20","30.00","30.10","-0.05","51"
"1210","大成","2,785,864","131,021,818","46.80","47.25","46.40","47.15","+0.30","1,602"
"1213","大飲","17,999","172,349","9.45","9.69","9.45","9.65"," 0.00","16"
"1215","卜蜂","582,419","40,990,949","70.60","70.70","69.90","70.70","-0.10","452"
"1216","統一","7,638,106","521,673,350","68.20","68.70","67.90","68.30"," 0.00","2,677"
"1217","愛之味","1,874,678","13,824,326","7.35","7.40","7.34","7.38","+0.01","535"
"1218","泰山","5,418,050","123,251,441","22.40","23.10","22.40","22.85","+0.55","1,271"
"1219","福壽","297,001","5,917,419","19.80","20.10","19.75","20.00","+0.20","133"
"1220","台榮","250,100","2,837,383","11.35","11.40","11.30","11.35"," 0.00","91"
"1225","福懋油","23,038","779,778","34.00","34.00","33.75","33.90","-0.15","30"
"1227","佳格","584,467","36,368,470","62.30","62.50","62.00","62.50"," 0.00","471"
"1229","聯華","2,324,693","97,053,922","42.00","42.05","41.55","41.85","+0.05","1,471"
"1231","聯華食","276,312","11,675,588","42.05","42.45","41.90","42.25","+0.20","199"
"1232","大統益","17,510","2,098,451","120.00","120.00","119.50","120.00"," 0.00","40"
"1233","天仁","21,204","778,359","36.50","36.90","36.50","36.55","-0.20","31"
"1234","黑松","216,935","6,950,661","31.90","32.20","31.85","32.05","+0.15","115"
"1235","興泰","9,229","238,891","25.80","26.00","25.60","25.90","+0.10","10"
"1236","宏亞","25,001","328,908","13.10","13.25","13.00","13.10","-0.20","38"
"1256","鮮活果汁-KY","63,768","13,555,461","212.50","214.00","209.00","213.50","+1.00","97"
"1301","台塑","2,780,428","223,794,568","80.20","80.80","80.00","80.80","-0.10","1,726"
"1303","南亞","1,725,914","108,915,327","62.90","63.40","62.80","63.30","-0.30","974"
"1304","台聚","2,831,891","35,108,382","12.30","12.50","12.20","12.45","+0.15","1,036"
"1305","華夏","2,239,762","40,187,735","17.75","18.20","17.40","18.10","+0.30","978"
"1307","三芳","295,087","6,353,886","21.60","21.70","21.30","21.70","+0.20","170"
"1308","亞聚","1,355,587","23,733,172","17.10","17.80","17.10","17.65","+0.65","705"
"1309","台達化","16,044,320","302,169,906","18.60","19.30","18.25","18.75","+0.30","5,015"
"1310","台苯","3,518,665","55,158,594","15.30","15.90","15.25","15.75","+0.45","1,346"
"1312","國喬","41,532,478","672,632,341","15.50","16.65","15.40","16.65","+1.50","8,733"
"1312A","國喬特","2,000","60,200","30.10","30.10","30.10","30.10"," 0.00","2"
"1313","聯成","6,199,987","70,394,235","11.25","11.50","11.20","11.45","+0.25","1,520"
"1314","中石化","20,367,958","171,182,118","8.26","8.49","8.21","8.46","+0.20","4,171"
"1315","達新","1,634,679","87,814,666","54.00","54.50","52.80","53.80","-1.50","990"
"1316","上曜","1,153,040","13,047,511","11.40","11.45","11.20","11.35","-0.20","486"
"1319","東陽","1,139,894","42,176,013","36.60","37.35","36.45","37.10","+0.25","823"
"1321","大洋","980,293","33,916,722","34.10","35.10","34.10","35.10","+1.00","438"
"1323","永裕","789,016","26,642,494","33.40","34.10","33.35","34.10","+0.85","362"
"1324","地球","78,003","801,230","10.25","10.35","10.10","10.35","+0.15","36"
"1325","恆大","16,858,853","2,726,803,951","155.00","168.00","154.00","165.00","+11.50","11,641"
"1326","台化","2,913,672","207,455,294","70.80","71.50","70.60","71.50","+0.10","1,462"
"1337","再生-KY","596,328","3,047,264","5.12","5.18","5.04","5.15","+0.04","470"
"1338","廣華-KY","1,156,001","65,932,357","55.40","58.10","55.30","57.20","+2.00","722"
"1339","昭輝","108,000","4,750,900","43.60","44.35","43.35","44.25","+0.65","94"
"1340","勝悅-KY","262,597","2,755,006","10.65","10.65","10.35","10.60","+0.05","128"
"1341","富林-KY","10,000","590,000","59.00","59.00","59.00","59.00","-0.80","6"
"1402","遠東新","5,230,265","137,182,970","26.30","26.30","26.15","26.25","-0.10","2,129"
"1409","新纖","1,694,384","19,729,428","11.55","11.70","11.55","11.70","+0.15","570"
"1410","南染","0","0","0.00","0.00","0.00","0.00"," 0.00","0"
"1413","宏洲","71,824","598,489","8.35","8.50","8.30","8.48","+0.13","28"
"1414","東和","135,321","932,342","6.88","6.95","6.87","6.90","+0.04","66"
"1416","廣豐","687,514","9,615,996","13.60","14.40","13.50","14.10","+0.20","281"
"1417","嘉裕","667,113","6,107,888","9.16","9.25","9.13","9.14","-0.02","243"
"1418","東華","10,615","85,290","8.19","8.20","7.80","7.80","-0.40","9"
"1419","新紡","36,002","1,586,788","43.00","44.95","43.00","44.70","+0.70","34"
"1423","利華","98,658","1,403,790","14.20","14.35","14.15","14.35","+0.15","61"
"1432","大魯閣","330,735","2,126,624","6.43","6.43","6.43","6.43","+0.58","83"
"1434","福懋","2,526,859","76,732,526","30.25","30.60","30.25","30.55","+0.25","1,530"
"1435","中福","191,005","1,683,503","8.77","8.86","8.71","8.83","+0.06","66"
"1436","華友聯","40,190","1,483,644","36.60","37.10","36.55","37.05","+0.40","27"
"1437","勤益控","147,686","3,322,066","22.60","22.60","22.35","22.55","+0.15","57"
"1438","裕豐","2,000","25,200","12.55","12.65","12.55","12.65","+0.10","2"
"1439","中和","637,001","25,362,491","39.40","40.45","39.25","39.95","+0.80","371"
"1440","南紡","2,465,022","26,697,092","10.80","10.90","10.70","10.90","+0.10","1,078"
"1441","大東","92,749","685,641","7.47","7.53","7.35","7.44","-0.03","69"
"1442","名軒","306,000","5,302,000","17.30","17.40","17.30","17.30","-0.10","86"
"1443","立益","47,833","436,063","9.20","9.35","9.02","9.35"," 0.00","32"
"1444","力麗","11,108,870","115,894,309","10.10","10.60","10.10","10.55","+0.45","3,759"
"1445","大宇","20,427","175,363","8.58","8.60","8.58","8.60","+0.03","16"
"1446","宏和","35,123","981,869","27.85","28.00","27.85","28.00","+0.15","25"
"1447","力鵬","1,525,325","9,883,335","6.36","6.56","6.36","6.47","+0.11","481"
"1449","佳和","935,664","16,179,451","17.40","17.60","17.15","17.35"," 0.00","329"
"1451","年興","113,924","1,842,798","16.15","16.40","16.00","16.30","+0.10","94"
"1452","宏益","207,318","3,158,447","15.35","15.35","15.20","15.25","-0.10","117"
"1453","大將","142,326","1,157,236","8.10","8.18","8.07","8.09","+0.02","90"
"1454","台富","33,809","277,813","8.30","8.30","8.17","8.22","-0.01","24"
"1455","集盛","678,799","4,816,083","7.03","7.14","7.03","7.09","+0.03","258"
"1456","怡華","7,704","76,265","9.90","9.93","9.90","9.93","-0.06","7"
"1457","宜進","3,526,617","47,851,807","13.45","13.75","13.35","13.60","+0.45","1,047"
"1459","聯發","84,573","619,516","7.23","7.45","7.21","7.45","+0.16","77"
"1460","宏遠","3,756,859","38,276,170","10.20","10.35","10.00","10.05","+0.36","1,319"
"1463","強盛","51,854","588,348","11.25","11.40","11.25","11.35","+0.05","74"
"1464","得力","608,227","10,950,276","17.90","18.20","17.80","18.20","+0.30","311"
"1465","偉全","131,000","1,987,150","15.15","15.20","15.10","15.15"," 0.00","68"
"1466","聚隆","1,735,050","29,202,807","16.75","17.20","16.00","17.15","+0.80","849"
"1467","南緯","2,678,508","59,715,577","21.15","22.95","21.10","22.85","+1.75","1,662"
"1468","昶和","58,000","690,750","12.30","12.35","11.70","12.20","-0.30","37"
"1470","大統新創","0","0","0.00","0.00","0.00","0.00"," 0.00","0"
"1471","首利","303,001","1,225,942","3.91","4.10","3.91","4.06","-0.18","93"
"1472","三洋紡","161,000","1,923,000","11.80","12.05","11.80","12.00","+0.20","110"
"1473","台南","304,964","5,500,573","18.10","18.10","18.00","18.05"," 0.00","185"
"1474","弘裕","1,487,734","20,197,058","13.45","13.75","13.25","13.50","+0.15","695"
"1475","本盟","1,219","21,818","18.00","18.00","18.00","18.00","X0.00","8"
"1476","儒鴻","532,025","205,908,150","386.00","389.50","385.50","386.50"," 0.00","490"
"1477","聚陽","4,975,180","923,838,480","181.00","187.50","180.00","186.50","+5.50","3,420"
"1503","士電","275,777","12,931,188","46.30","47.20","46.30","47.15","+0.70","195"
"1504","東元","5,693,703","160,780,450","28.35","28.90","27.40","28.75","-0.35","3,297"
"1506","正道","481,001","6,087,662","12.35","12.90","12.25","12.50","+0.15","207"
"1507","永大","182,453","10,255,112","56.00","57.40","55.30","56.20","-0.20","126"
"1512","瑞利","38,686","152,679","3.96","3.96","3.93","3.94","-0.02","15"
"1513","中興電","18,214,338","572,343,887","31.10","32.40","30.90","31.40","+0.30","4,120"
"1514","亞力","2,862,232","74,902,985","25.90","26.55","25.80","26.20","+0.30","1,421"
"1515","力山","1,714,011","147,092,938","86.60","87.00","85.10","85.40","-0.10","1,162"
"1516","川飛","65,623","930,222","14.45","14.45","14.05","14.15","-0.10","35"
"1517","利奇","967,120","10,137,359","10.30","10.65","10.30","10.50","+0.20","395"
"1519","華城","4,891,565","170,492,925","34.10","35.30","33.95","34.85","+1.10","2,586"
"1521","大億","28,100","1,558,400","55.80","55.80","55.30","55.40","-0.40","27"
"1522","堤維西","318,906","7,132,798","22.25","22.70","22.10","22.30","-0.10","190"
"1524","耿鼎","75,001","695,229","9.22","9.32","9.22","9.27","+0.05","45"
"1525","江申","56,000","2,730,500","48.75","49.00","48.30","48.90","+0.65","45"
"1526","日馳","2,337,503","102,281,950","43.85","44.50","43.20","43.35","-0.30","1,427"
"1527","鑽全","271,556","10,993,568","40.90","40.90","40.20","40.45","+0.35","196"
"1528","恩德","708,054","5,614,622","7.86","8.05","7.75","8.00","+0.17","218"
"1529","樂士","57,676","890,277","15.70","15.70","15.30","15.50","+0.20","35"
"1530","亞崴","44,164","1,350,558","30.85","30.85","30.40","30.65","-0.30","36"
"1531","高林股","252,028","2,674,736","10.55","10.70","10.55","10.60","+0.05","222"
"1532","勤美","403,025","10,879,875","26.60","27.25","26.55","27.00","+0.25","180"
"1533","車王電","51,020","1,512,845","29.65","30.20","29.40","29.90","+0.25","41"
"1535","中宇","25,143","792,125","31.50","31.95","31.35","31.40","-0.10","23"
"1536","和大","3,100,042","308,418,700","96.00","101.50","96.00","99.90","+3.30","2,236"
"1537","廣隆","109,901","15,655,244","142.00","143.00","142.00","143.00","+1.00","105"
"1538","正峰新","67,583","260,180","3.94","4.00","3.76","3.76","X0.00","18"
"1539","巨庭","199,171","3,614,478","18.30","18.65","18.00","18.00","-0.65","114"
"1540","喬福","138,061","2,014,184","14.60","14.65","14.55","14.60","-0.10","72"
"1541","錩泰","186,000","9,885,700","53.20","53.70","52.90","53.30","+0.20","102"
